Unique_ID,Row_No,Set #,21 Set ID,Tier,Line_Name,SOURCE,Pop_INC_ID,Pedigree,Full_Pedigree,21 GEN,HT,Grain_Class,Grain_Type,Row_Type,Row,Note,Days_to_50%_heading,Plant_height(cm),
21PRow-40001,21-40001,16,PV5,1,19T-262-1,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,89,107,
21PRow-40002,21-40002,16,PV5,1,19T-262-2,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,89,107,
21PRow-40003,21-40003,16,PV5,1,19T-262-3,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,118,
21PRow-40004,21-40004,16,PV5,1,19T-262-4,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,110,
21PRow-40005,21-40005,16,PV5,1,19T-262-5,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,85,111,Not included in the marker data
21PRow-40006,21-40006,16,PV5,1,19T-262-6,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,85,110,
21PRow-40007,21-40007,16,PV5,1,19T-262-7,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,104,
21PRow-40008,21-40008,16,PV5,1,19T-262-8,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,89,NA,
21PRow-40009,21-40009,16,PV5,1,19T-262-9,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,108,
21PRow-40010,21-40010,16,PV5,1,19T-262-10,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,114,
21PRow-40011,21-40011,16,PV5,1,19T-262-11,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,111,
21PRow-40012,21-40012,16,PV5,1,19T-262-12,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,92,103,
21PRow-40013,21-40013,16,PV5,1,19T-262-13,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,NA,
21PRow-40014,21-40014,16,PV5,1,19T-262-14,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,105,
21PRow-40015,21-40015,16,PV5,1,19T-262-15,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,85,NA,
21PRow-40016,21-40016,16,PV5,1,19T-262-16,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,110,
21PRow-40017,21-40017,16,PV5,1,19T-262-17,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,109,
21PRow-40018,21-40018,16,PV5,1,19T-262-18,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,85,110,
21PRow-40019,21-40019,16,PV5,1,19T-262-19,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40020,21-40020,16,PV5,1,19T-262-20,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,86,107,
21PRow-40021,21-40021,16,PV5,1,19T-262-21,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,NA,
21PRow-40022,21-40022,16,PV5,1,19T-262-22,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,105,
21PRow-40023,21-40023,16,PV5,1,19T-262-23,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,113,
21PRow-40024,21-40024,16,PV5,1,19T-262-24,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,89,101,
21PRow-40025,21-40025,16,PV5,1,19T-262-25,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,85,NA,
21PRow-40026,21-40026,16,PV5,1,19T-262-26,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,110,
21PRow-40027,21-40027,16,PV5,1,19T-262-27,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,112,
21PRow-40028,21-40028,16,PV5,1,19T-262-28,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,110,
21PRow-40029,21-40029,16,PV5,1,19T-262-29,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,112,
21PRow-40030,21-40030,16,PV5,1,19T-262-30,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,107,
21PRow-40031,21-40031,16,PV5,1,19T-262-31,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,104,
21PRow-40032,21-40032,16,PV5,1,19T-262-32,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,104,
21PRow-40033,21-40033,16,PV5,1,19T-262-33,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,101,
21PRow-40034,21-40034,16,PV5,1,19T-262-34,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,110,
21PRow-40035,21-40035,16,PV5,1,19T-262-35,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,112,
21PRow-40036,21-40036,16,PV5,1,19T-262-36,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,104,
21PRow-40037,21-40037,16,PV5,1,19T-262-37,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,92,110,
21PRow-40038,21-40038,16,PV5,1,19T-262-38,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,113,
21PRow-40039,21-40039,16,PV5,1,19T-262-39,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,110,
21PRow-40040,21-40040,16,PV5,1,19T-262-40,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40041,21-40041,16,PV5,1,19T-262-41,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,105,
21PRow-40042,21-40042,16,PV5,1,19T-262-42,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,104,
21PRow-40043,21-40043,16,PV5,1,19T-262-43,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,108,
21PRow-40044,21-40044,16,PV5,1,19T-262-44,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,102,
21PRow-40045,21-40045,16,PV5,1,19T-262-45,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,108,
21PRow-40046,21-40046,16,PV5,1,19T-262-46,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,86,110,
21PRow-40047,21-40047,16,PV5,1,19T-262-47,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,103,
21PRow-40048,21-40048,16,PV5,1,19T-262-48,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,107,
21PRow-40049,21-40049,16,PV5,1,19T-262-49,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,101,
21PRow-40050,21-40050,16,PV5,1,19T-262-50,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,102,
21PRow-40051,21-40051,16,PV5,1,19T-262-51,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40052,21-40052,16,PV5,1,19T-262-52,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,103,
21PRow-40053,21-40053,16,PV5,1,19T-262-53,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,92,106,
21PRow-40054,21-40054,16,PV5,1,19T-262-54,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40055,21-40055,16,PV5,1,19T-262-55,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,110,
21PRow-40056,21-40056,16,PV5,1,19T-262-56,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40057,21-40057,16,PV5,1,19T-262-57,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,101,
21PRow-40058,21-40058,16,PV5,1,19T-262-58,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,102,
21PRow-40059,21-40059,16,PV5,1,19T-262-59,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,110,
21PRow-40060,21-40060,16,PV5,1,19T-262-60,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40061,21-40061,16,PV5,1,19T-262-61,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,89,NA,
21PRow-40062,21-40062,16,PV5,1,19T-262-62,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40063,21-40063,16,PV5,1,19T-262-63,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,102,
21PRow-40064,21-40064,16,PV5,1,19T-262-64,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,101,
21PRow-40065,21-40065,16,PV5,1,19T-262-65,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,103,
21PRow-40066,21-40066,16,PV5,1,19T-262-66,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,108,
21PRow-40067,21-40067,16,PV5,1,19T-262-67,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40068,21-40068,16,PV5,1,19T-262-68,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,86,108,
21PRow-40069,21-40069,16,PV5,1,19T-262-69,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,104,
21PRow-40070,21-40070,16,PV5,1,19T-262-70,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,111,
21PRow-40071,21-40071,16,PV5,1,19T-262-71,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,112,
21PRow-40072,21-40072,16,PV5,1,19T-262-72,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,115,
21PRow-40073,21-40073,16,PV5,1,19T-262-73,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,113,
21PRow-40074,21-40074,16,PV5,1,19T-262-74,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,103,
21PRow-40075,21-40075,16,PV5,1,19T-262-75,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,106,
21PRow-40076,21-40076,16,PV5,1,19T-262-76,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40077,21-40077,16,PV5,1,19T-262-77,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,102,
21PRow-40078,21-40078,16,PV5,1,19T-262-78,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,103,
21PRow-40079,21-40079,16,PV5,1,19T-262-79,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,106,
21PRow-40080,21-40080,16,PV5,1,19T-262-80,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,108,
21PRow-40081,21-40081,16,PV5,1,19T-262-81,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,108,
21PRow-40082,21-40082,16,PV5,1,19T-262-82,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,98,
21PRow-40083,21-40083,16,PV5,1,19T-262-83,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,NA,
21PRow-40084,21-40084,16,PV5,1,19T-262-84,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,92,98,
21PRow-40085,21-40085,16,PV5,1,19T-262-85,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40086,21-40086,16,PV5,1,19T-262-86,No Seed,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40087,21-40087,16,PV5,1,19T-262-87,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,105,
21PRow-40088,21-40088,16,PV5,1,19T-262-88,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,109,
21PRow-40089,21-40089,16,PV5,1,19T-262-89,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,107,
21PRow-40090,21-40090,16,PV5,1,19T-262-90,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,113,
21PRow-40091,21-40091,16,PV5,1,19T-262-91,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40092,21-40092,16,PV5,1,19T-262-92,No Seed,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,NA,NA,
21PRow-40093,21-40093,16,PV5,1,19T-262-93,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40094,21-40094,16,PV5,1,19T-262-94,No Seed,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,NA,NA,
21PRow-40095,21-40095,16,PV5,1,19T-262-95,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,NA,
21PRow-40096,21-40096,16,PV5,1,19T-262-96,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,111,
21PRow-40097,21-40097,16,PV5,1,19T-262-97,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,106,
21PRow-40098,21-40098,16,PV5,1,19T-262-98,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,111,
21PRow-40099,21-40099,16,PV5,1,19T-262-99,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,107,
21PRow-40100,21-40100,16,PV5,1,19T-262-100,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40101,21-40101,16,PV5,2,19T-262-101,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,116,
21PRow-40102,21-40102,16,PV5,2,19T-262-102,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40103,21-40103,16,PV5,2,19T-262-103,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,NA,
21PRow-40104,21-40104,16,PV5,2,19T-262-104,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40105,21-40105,16,PV5,2,19T-262-105,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,117,
21PRow-40106,21-40106,16,PV5,2,19T-262-106,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,105,
21PRow-40107,21-40107,16,PV5,2,19T-262-107,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,109,
21PRow-40108,21-40108,16,PV5,2,19T-262-108,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,113,
21PRow-40109,21-40109,16,PV5,2,19T-262-109,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,109,
21PRow-40110,21-40110,16,PV5,2,19T-262-110,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,111,
21PRow-40111,21-40111,16,PV5,2,19T-262-111,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40112,21-40112,16,PV5,2,19T-262-112,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,112,
21PRow-40113,21-40113,16,PV5,2,19T-262-113,No Seed,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,NA,NA,
21PRow-40114,21-40114,16,PV5,2,19T-262-114,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,107,
21PRow-40115,21-40115,16,PV5,2,19T-262-115,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,109,
21PRow-40116,21-40116,16,PV5,2,19T-262-116,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,103,
21PRow-40117,21-40117,16,PV5,2,19T-262-117,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,92,NA,
21PRow-40118,21-40118,16,PV5,2,19T-262-118,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,NA,
21PRow-40119,21-40119,16,PV5,2,19T-262-119,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,109,
21PRow-40120,21-40120,16,PV5,2,19T-262-120,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,112,
21PRow-40121,21-40121,16,PV5,2,19T-262-121,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,105,
21PRow-40122,21-40122,16,PV5,2,19T-262-122,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,113,
21PRow-40123,21-40123,16,PV5,2,19T-262-123,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,110,
21PRow-40124,21-40124,16,PV5,2,19T-262-124,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,102,
21PRow-40125,21-40125,16,PV5,2,19T-262-125,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,109,
21PRow-40126,21-40126,16,PV5,2,19T-262-126,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40127,21-40127,16,PV5,2,19T-262-127,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40128,21-40128,16,PV5,2,19T-262-128,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,NA,
21PRow-40129,21-40129,16,PV5,2,19T-262-129,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,107,
21PRow-40130,21-40130,16,PV5,2,19T-262-130,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,112,
21PRow-40131,21-40131,16,PV5,2,19T-262-131,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40132,21-40132,16,PV5,2,19T-262-132,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,111,
21PRow-40133,21-40133,16,PV5,2,19T-262-133,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,114,
21PRow-40134,21-40134,16,PV5,2,19T-262-134,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,114,
21PRow-40135,21-40135,16,PV5,2,19T-262-135,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40136,21-40136,16,PV5,2,19T-262-136,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40137,21-40137,16,PV5,2,19T-262-137,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,98,
21PRow-40138,21-40138,16,PV5,2,19T-262-138,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,108,
21PRow-40139,21-40139,16,PV5,2,19T-262-139,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,112,
21PRow-40140,21-40140,16,PV5,2,19T-262-140,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,108,
21PRow-40141,21-40141,16,PV5,2,19T-262-141,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,103,
21PRow-40142,21-40142,16,PV5,2,19T-262-142,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,110,
21PRow-40143,21-40143,16,PV5,2,19T-262-143,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,115,
21PRow-40144,21-40144,16,PV5,2,19T-262-144,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,115,
21PRow-40145,21-40145,16,PV5,2,19T-262-145,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40146,21-40146,16,PV5,2,19T-262-146,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,108,
21PRow-40147,21-40147,16,PV5,2,19T-262-147,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,87,NA,
21PRow-40148,21-40148,16,PV5,2,19T-262-148,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,91,115,
21PRow-40149,21-40149,16,PV5,2,19T-262-149,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,112,
21PRow-40150,21-40150,16,PV5,2,19T-262-150,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,111,
21PRow-40151,21-40151,16,PV5,2,19T-262-151,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,NA,
21PRow-40152,21-40152,16,PV5,2,19T-262-152,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,89,108,
21PRow-40153,21-40153,16,PV5,2,19T-262-153,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,100,
21PRow-40154,21-40154,16,PV5,2,19T-262-154,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,90,NA,
21PRow-40155,21-40155,16,PV5,2,19T-262-155,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,106,
21PRow-40156,21-40156,16,PV5,2,19T-262-156,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,113,
21PRow-40157,21-40157,16,PV5,2,19T-262-157,20-13501,19T-262,CTHL/PVL03,CTHL//PVL01/CTHL,F4,PV,Long,LG,P-Row,1,,88,108,
