Set,Tier,Row numbers,order,Line Name,Line #,row/env,accession,population.x,grain_class.x,herbicide_class.x,pedigree.x,Full Pedigree
17,1-2,42001-42150,226,19T-028-8,8,2,19T_028_P19_H01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,156,19T-028-10,10,2,19T_028_P19_B02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,192,19T-028-13,13,2,19T_028_P19_E02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,217,19T-028-23,23,2,19T_028_P19_G03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,228,19T-028-24,24,2,19T_028_P19_H03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,146,19T-028-25,25,2,19T_028_P19_A04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,158,19T-028-26,26,2,19T_028_P19_B04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,170,19T-028-27,27,2,19T_028_P19_C04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,182,19T-028-28,28,2,19T_028_P19_D04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,194,19T-028-29,29,2,19T_028_P19_E04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,206,19T-028-30,30,2,19T_028_P19_F04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,218,19T-028-31,31,2,19T_028_P19_G04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,159,19T-028-34,34,2,19T_028_P19_B05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,183,19T-028-36,36,2,19T_028_P19_D05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,195,19T-028-37,37,2,19T_028_P19_E05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,148,19T-028-41,41,2,19T_028_P19_A06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,184,19T-028-44,44,2,19T_028_P19_D06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,208,19T-028-46,46,2,19T_028_P19_F06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,231,19T-028-48,48,2,19T_028_P19_H06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,149,19T-028-49,49,2,19T_028_P19_A07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,232,19T-028-56,56,2,19T_028_P19_H07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,222,19T-028-63,63,2,19T_028_P19_G08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,151,19T-028-65,65,2,19T_028_P19_A09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,163,19T-028-66,66,2,19T_028_P19_B09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,175,19T-028-67,67,2,19T_028_P19_C09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,199,19T-028-69,69,2,19T_028_P19_E09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,164,19T-028-74,74,2,19T_028_P19_B10,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,176,19T-028-75,75,2,19T_028_P19_C10,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,200,19T-028-77,77,2,19T_028_P19_E10,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,212,19T-028-78,78,2,19T_028_P19_F10,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,177,19T-028-83,83,2,19T_028_P19_C11,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,189,19T-028-84,84,2,19T_028_P19_D11,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,213,19T-028-86,86,2,19T_028_P19_F11,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,236,19T-028-88,88,2,19T_028_P19_H11,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,214,19T-028-94,94,2,19T_028_P19_F12,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,155,19T-028-2,2,2,19T_028_P19_B01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,215,19T-028-7,7,2,19T_028_P19_G01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,180,19T-028-12,12,2,19T_028_P19_D02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,204,19T-028-14,14,2,19T_028_P19_F02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,145,19T-028-17,17,2,19T_028_P19_A03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,169,19T-028-19,19,2,19T_028_P19_C03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,171,19T-028-35,35,2,19T_028_P19_C05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,219,19T-028-39,39,2,19T_028_P19_G05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,160,19T-028-42,42,2,19T_028_P19_B06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,150,19T-028-57,57,2,19T_028_P19_A08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,174,19T-028-59,59,2,19T_028_P19_C08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,210,19T-028-62,62,2,19T_028_P19_F08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,233,19T-028-64,64,2,19T_028_P19_H08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,188,19T-028-76,76,2,19T_028_P19_D10,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,165,19T-028-82,82,2,19T_028_P19_B11,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,143,19T-028-1,1,1,19T_028_P19_A01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,167,19T-028-3,3,1,19T_028_P19_C01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,179,19T-028-4,4,1,19T_028_P19_D01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,191,19T-028-5,5,1,19T_028_P19_E01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,203,19T-028-6,6,1,19T_028_P19_F01,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,144,19T-028-9,9,1,19T_028_P19_A02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,168,19T-028-11,11,1,19T_028_P19_C02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,216,19T-028-15,15,1,19T_028_P19_G02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,227,19T-028-16,16,1,19T_028_P19_H02,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,157,19T-028-18,18,1,19T_028_P19_B03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,181,19T-028-20,20,1,19T_028_P19_D03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,193,19T-028-21,21,1,19T_028_P19_E03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,205,19T-028-22,22,1,19T_028_P19_F03,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,229,19T-028-32,32,1,19T_028_P19_H04,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,147,19T-028-33,33,1,19T_028_P19_A05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,207,19T-028-38,38,1,19T_028_P19_F05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,230,19T-028-40,40,1,19T_028_P19_H05,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,172,19T-028-43,43,1,19T_028_P19_C06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,196,19T-028-45,45,1,19T_028_P19_E06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,220,19T-028-47,47,1,19T_028_P19_G06,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,161,19T-028-50,50,1,19T_028_P19_B07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,173,19T-028-51,51,1,19T_028_P19_C07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,185,19T-028-52,52,1,19T_028_P19_D07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,197,19T-028-53,53,1,19T_028_P19_E07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,209,19T-028-54,54,1,19T_028_P19_F07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,221,19T-028-55,55,1,19T_028_P19_G07,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,162,19T-028-58,58,1,19T_028_P19_B08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,186,19T-028-60,60,1,19T_028_P19_D08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,198,19T-028-61,61,1,19T_028_P19_E08,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,187,19T-028-68,68,1,19T_028_P19_D09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,211,19T-028-70,70,1,19T_028_P19_F09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,223,19T-028-71,71,1,19T_028_P19_G09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,234,19T-028-72,72,1,19T_028_P19_H09,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,152,19T-028-73,73,1,19T_028_P19_A10,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
17,1-2,42001-42150,224,19T-028-79,79,1,19T_028_P19_G10,19T-028,Long,Clearfield,RU1902122/RU1902142,CHNR/6/CPRS/KBNT//9502008/5/KATY/CPRS//NWBT/KATY/3/9502008/4/CLR9/7/9502008/DREW//CLR20/4/9502008//AR1188/CCDR/3/CPRS/KBNT//9502008
