Set,Tier,Row numbers,order,Line Name,Line #,row/env,accession,population.x,grain_class.x,herbicide_class.x,pedigree.x,Full Pedigree
18,11-12,45051-45200,2117,19T-176-CL-57,57,1,19T_176_CL_P40_A08,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2129,19T-176-CL-58,58,1,19T_176_CL_P40_B08,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2152,19T-176-CL-60,60,1,19T_176_CL_P40_D08,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2164,19T-176-CL-61,61,1,19T_176_CL_P40_E08,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2176,19T-176-CL-62,62,1,19T_176_CL_P40_F08,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2188,19T-176-CL-63,63,1,19T_176_CL_P40_G08,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2199,19T-176-CL-64,64,1,19T_176_CL_P40_H08,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2130,19T-176-CL-66,66,1,19T_176_CL_P40_B09,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2142,19T-176-CL-67,67,1,19T_176_CL_P40_C09,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2189,19T-176-CL-71,71,1,19T_176_CL_P40_G09,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2119,19T-176-CL-73,73,1,19T_176_CL_P40_A10,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2131,19T-176-CL-74,74,1,19T_176_CL_P40_B10,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2154,19T-176-CL-76,76,1,19T_176_CL_P40_D10,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2178,19T-176-CL-78,78,1,19T_176_CL_P40_F10,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2190,19T-176-CL-79,79,1,19T_176_CL_P40_G10,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2201,19T-176-CL-80,80,1,19T_176_CL_P40_H10,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2132,19T-176-CL-82,82,1,19T_176_CL_P40_B11,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2144,19T-176-CL-83,83,1,19T_176_CL_P40_C11,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2155,19T-176-CL-84,84,1,19T_176_CL_P40_D11,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2191,19T-176-CL-87,87,1,19T_176_CL_P40_G11,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2202,19T-176-CL-88,88,1,19T_176_CL_P40_H11,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2133,19T-176-CL-90,90,1,19T_176_CL_P40_B12,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,11-12,45051-45200,2168,19T-176-CL-93,93,1,19T_176_CL_P40_E12,19T-176-CL,Medium,Clearfield,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
18,13-14,45201-45350,2248,19T-177-CL-1,1,2,19T_177_CL_P41_A01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2296,19T-177-CL-5,5,2,19T_177_CL_P41_E01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2261,19T-177-CL-10,10,2,19T_177_CL_P41_B02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2273,19T-177-CL-11,11,2,19T_177_CL_P41_C02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2285,19T-177-CL-12,12,2,19T_177_CL_P41_D02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2309,19T-177-CL-14,14,2,19T_177_CL_P41_F02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2262,19T-177-CL-18,18,2,19T_177_CL_P41_B03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2274,19T-177-CL-19,19,2,19T_177_CL_P41_C03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2286,19T-177-CL-20,20,2,19T_177_CL_P41_D03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2298,19T-177-CL-21,21,2,19T_177_CL_P41_E03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2310,19T-177-CL-22,22,2,19T_177_CL_P41_F03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2322,19T-177-CL-23,23,2,19T_177_CL_P41_G03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2251,19T-177-CL-25,25,2,19T_177_CL_P41_A04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2323,19T-177-CL-31,31,2,19T_177_CL_P41_G04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2264,19T-177-CL-34,34,2,19T_177_CL_P41_B05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2276,19T-177-CL-35,35,2,19T_177_CL_P41_C05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2265,19T-177-CL-42,42,2,19T_177_CL_P41_B06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2301,19T-177-CL-45,45,2,19T_177_CL_P41_E06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2302,19T-177-CL-53,53,2,19T_177_CL_P41_E07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2326,19T-177-CL-55,55,2,19T_177_CL_P41_G07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2337,19T-177-CL-56,56,2,19T_177_CL_P41_H07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2279,19T-177-CL-59,59,2,19T_177_CL_P41_C08,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2256,19T-177-CL-65,65,2,19T_177_CL_P41_A09,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2268,19T-177-CL-66,66,2,19T_177_CL_P41_B09,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2292,19T-177-CL-68,68,2,19T_177_CL_P41_D09,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2304,19T-177-CL-69,69,2,19T_177_CL_P41_E09,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2316,19T-177-CL-70,70,2,19T_177_CL_P41_F09,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2339,19T-177-CL-72,72,2,19T_177_CL_P41_H09,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2269,19T-177-CL-74,74,2,19T_177_CL_P41_B10,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2281,19T-177-CL-75,75,2,19T_177_CL_P41_C10,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2293,19T-177-CL-76,76,2,19T_177_CL_P41_D10,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2340,19T-177-CL-80,80,2,19T_177_CL_P41_H10,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2258,19T-177-CL-81,81,2,19T_177_CL_P41_A11,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2294,19T-177-CL-84,84,2,19T_177_CL_P41_D11,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2271,19T-177-CL-90,90,2,19T_177_CL_P41_B12,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2260,19T-177-CL-2,2,2,19T_177_CL_P41_B01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2331,19T-177-CL-8,8,2,19T_177_CL_P41_H01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2275,19T-177-CL-27,27,2,19T_177_CL_P41_C04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2311,19T-177-CL-30,30,2,19T_177_CL_P41_F04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2334,19T-177-CL-32,32,2,19T_177_CL_P41_H04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2300,19T-177-CL-37,37,2,19T_177_CL_P41_E05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2312,19T-177-CL-38,38,2,19T_177_CL_P41_F05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2253,19T-177-CL-41,41,2,19T_177_CL_P41_A06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2277,19T-177-CL-43,43,2,19T_177_CL_P41_C06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2289,19T-177-CL-44,44,2,19T_177_CL_P41_D06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2313,19T-177-CL-46,46,2,19T_177_CL_P41_F06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2314,19T-177-CL-54,54,2,19T_177_CL_P41_F07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2305,19T-177-CL-77,77,2,19T_177_CL_P41_E10,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2270,19T-177-CL-82,82,2,19T_177_CL_P41_B11,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2341,19T-177-CL-88,88,2,19T_177_CL_P41_H11,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2272,19T-177-CL-3,3,1,19T_177_CL_P41_C01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2284,19T-177-CL-4,4,1,19T_177_CL_P41_D01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2308,19T-177-CL-6,6,1,19T_177_CL_P41_F01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2320,19T-177-CL-7,7,1,19T_177_CL_P41_G01,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2249,19T-177-CL-9,9,1,19T_177_CL_P41_A02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2297,19T-177-CL-13,13,1,19T_177_CL_P41_E02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2321,19T-177-CL-15,15,1,19T_177_CL_P41_G02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2332,19T-177-CL-16,16,1,19T_177_CL_P41_H02,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2250,19T-177-CL-17,17,1,19T_177_CL_P41_A03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2333,19T-177-CL-24,24,1,19T_177_CL_P41_H03,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2263,19T-177-CL-26,26,1,19T_177_CL_P41_B04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2287,19T-177-CL-28,28,1,19T_177_CL_P41_D04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2299,19T-177-CL-29,29,1,19T_177_CL_P41_E04,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2252,19T-177-CL-33,33,1,19T_177_CL_P41_A05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2288,19T-177-CL-36,36,1,19T_177_CL_P41_D05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2324,19T-177-CL-39,39,1,19T_177_CL_P41_G05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2335,19T-177-CL-40,40,1,19T_177_CL_P41_H05,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2325,19T-177-CL-47,47,1,19T_177_CL_P41_G06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2336,19T-177-CL-48,48,1,19T_177_CL_P41_H06,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2254,19T-177-CL-49,49,1,19T_177_CL_P41_A07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2266,19T-177-CL-50,50,1,19T_177_CL_P41_B07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2278,19T-177-CL-51,51,1,19T_177_CL_P41_C07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2290,19T-177-CL-52,52,1,19T_177_CL_P41_D07,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2255,19T-177-CL-57,57,1,19T_177_CL_P41_A08,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
18,13-14,45201-45350,2267,19T-177-CL-58,58,1,19T_177_CL_P41_B08,19T-177-CL,Medium,Clearfield,RU1902178/RU1701121,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/EARL/9902028//JPTR
